,Surah 1,Surah 2,Surah 3,Surah 4,Surah 5,Surah 6,Surah 7,Surah 8,Surah 9,Surah 10,Surah 11,Surah 12,Surah 13,Surah 14,Surah 15,Surah 16,Surah 17,Surah 18,Surah 19,Surah 20,Surah 21,Surah 22,Surah 23,Surah 24,Surah 25,Surah 26,Surah 27,Surah 28,Surah 29,Surah 30,Surah 31,Surah 32,Surah 33,Surah 34,Surah 35,Surah 36,Surah 37,Surah 38,Surah 39,Surah 40,Surah 41,Surah 42,Surah 43,Surah 44,Surah 45,Surah 46,Surah 47,Surah 48,Surah 49,Surah 50,Surah 51,Surah 52,Surah 53,Surah 54,Surah 55,Surah 56,Surah 57,Surah 58,Surah 59,Surah 60,Surah 61,Surah 62,Surah 63,Surah 64,Surah 65,Surah 66,Surah 67,Surah 68,Surah 69,Surah 70,Surah 71,Surah 72,Surah 73,Surah 74,Surah 75,Surah 76,Surah 77,Surah 78,Surah 79,Surah 80,Surah 81,Surah 82,Surah 83,Surah 84,Surah 85,Surah 86,Surah 87,Surah 88,Surah 89,Surah 90,Surah 91,Surah 92,Surah 93,Surah 94,Surah 95,Surah 96,Surah 97,Surah 98,Surah 99,Surah 100,Surah 101,Surah 102,Surah 103,Surah 104,Surah 105,Surah 106,Surah 107,Surah 108,Surah 109,Surah 110,Surah 111,Surah 112,Surah 113,Surah 114
Surah 56,72.51,76.60,77.82,75.63,73.31,75.74,80.68,73.73,76.93,79.95,74.27,78.08,79.47,76.48,79.42,75.25,76.86,77.15,78.42,78.51,75.82,73.58,78.65,77.77,76.17,90.14,77.31,80.65,76.39,75.54,76.95,77.25,75.83,75.79,74.54,79.93,82.72,79.61,75.20,73.95,71.03,73.41,77.71,78.41,76.47,72.27,77.46,73.60,73.53,80.27,88.74,82.70,81.93,79.08,80.88,100.00,74.78,79.20,79.66,75.92,74.12,75.41,77.51,73.50,78.45,79.17,78.31,73.47,75.63,76.00,75.27,78.62,79.45,82.36,78.80,80.84,84.82,81.56,82.41,76.36,81.76,80.98,81.34,83.51,75.88,77.90,71.96,71.65,55.73,77.37,78.07,50.28,76.38,72.95,69.65,72.96,67.95,74.70,72.62,77.06,74.48,68.35,64.81,71.85,68.22,67.20,70.90,65.42,67.90,71.05,68.24,66.83,70.75,62.73
Surah 57,85.74,84.46,95.84,92.82,92.77,94.84,91.40,92.50,93.34,93.96,94.64,89.67,95.78,94.56,84.53,95.97,92.54,89.63,92.14,94.38,94.06,90.29,74.19,92.43,92.80,81.85,92.59,84.65,92.30,93.44,90.83,94.27,95.38,96.00,95.96,82.38,93.65,93.22,93.90,93.83,90.48,96.24,90.27,94.64,96.19,95.19,90.47,87.94,92.13,84.90,83.31,91.00,94.50,88.80,90.40,74.78,100.00,93.93,95.06,90.62,94.93,91.34,91.50,96.91,91.22,93.09,92.77,94.67,90.31,91.94,85.54,91.65,90.89,93.00,87.17,81.99,68.24,77.92,88.53,89.69,79.68,75.53,83.54,86.32,85.53,88.70,91.77,67.99,66.48,71.95,86.66,67.55,79.43,64.86,65.18,84.56,69.39,87.11,64.70,84.68,83.01,62.40,57.57,84.05,56.86,67.82,65.07,52.45,71.52,79.33,64.42,75.96,73.01,55.75
Surah 58,84.62,84.70,94.82,95.93,94.30,91.56,94.06,94.27,93.50,95.66,96.01,91.81,95.71,94.92,88.50,96.02,93.20,91.44,93.17,93.06,94.72,90.01,79.55,93.99,90.40,87.13,93.38,85.62,94.72,92.53,92.36,94.41,97.49,92.25,94.19,85.48,91.05,95.09,95.44,94.74,92.90,95.30,92.55,95.00,94.81,93.57,92.22,88.50,94.71,86.98,86.37,91.18,94.23,90.48,90.01,79.20,93.93,100.00,95.38,93.34,95.10,89.91,94.68,92.30,94.59,96.39,89.43,95.18,92.20,92.17,87.61,94.87,91.25,92.29,84.64,81.77,71.55,80.62,91.01,90.06,79.59,76.19,85.37,88.15,85.78,85.95,90.24,67.79,67.37,74.46,86.49,67.21,79.15,67.19,65.89,84.74,63.49,89.16,64.42,86.10,81.91,61.23,57.81,83.68,61.76,68.82,65.73,54.67,72.25,81.07,66.16,72.73,71.94,56.20
Surah 59,86.53,88.07,96.38,93.28,92.91,94.69,95.27,94.05,95.29,96.64,95.00,90.17,96.58,96.14,88.04,95.60,93.54,93.61,93.49,94.19,94.79,90.01,80.89,94.43,92.66,88.75,94.27,88.50,95.25,94.55,93.44,94.94,95.47,93.51,95.46,87.46,94.38,96.03,95.37,94.81,90.83,95.26,90.75,95.20,95.73,94.50,94.50,90.78,94.07,88.91,86.79,92.83,94.94,91.43,91.40,79.66,95.06,95.38,100.00,92.95,95.97,93.16,94.48,94.67,94.51,94.51,91.51,94.23,91.53,92.39,88.76,93.51,90.80,92.94,87.38,85.44,72.98,80.55,90.13,89.33,81.21,77.87,87.08,88.43,90.11,88.44,90.95,69.90,68.76,74.84,87.64,66.81,81.72,69.06,68.82,85.52,66.96,92.17,65.29,87.84,81.58,65.46,62.08,84.52,64.33,73.99,68.57,54.20,73.09,84.97,66.00,75.36,73.60,58.53
Surah 60,83.54,87.67,93.07,92.73,94.56,89.21,93.37,96.07,93.21,93.83,94.82,89.34,94.11,92.80,87.74,94.28,90.30,91.26,90.57,91.90,92.29,87.45,81.46,92.79,86.46,85.23,93.11,82.28,94.99,92.77,92.61,93.29,94.44,89.18,92.09,87.33,89.20,93.33,94.12,92.93,92.10,94.71,89.94,93.45,92.80,91.84,93.11,89.37,96.39,83.06,84.60,91.18,90.93,89.10,87.04,75.92,90.62,93.34,92.95,100.00,93.52,87.14,94.58,90.81,93.72,93.25,85.51,94.43,89.55,88.83,86.47,91.95,90.00,90.18,85.90,77.31,72.91,76.73,88.42,88.83,75.89,76.11,86.21,84.95,87.03,83.10,88.30,63.12,63.75,74.00,82.75,66.42,77.62,62.35,68.01,83.15,60.66,89.36,58.11,81.31,80.39,61.04,64.01,82.94,55.87,68.32,65.97,56.18,73.02,79.20,59.33,68.34,68.48,53.33
Surah 61,87.69,83.99,95.60,93.59,94.51,92.24,93.32,94.02,93.66,95.21,95.54,90.86,95.56,95.74,86.70,96.24,93.60,92.03,93.03,94.61,94.38,88.93,75.74,93.86,90.81,83.15,94.57,85.87,95.07,93.26,92.51,94.20,96.22,93.11,94.93,84.98,90.92,94.79,95.03,95.79,92.99,95.84,91.01,94.09,95.47,94.71,92.97,87.49,95.56,85.26,83.23,91.78,93.58,89.68,89.98,74.12,94.93,95.10,95.97,93.52,100.00,91.97,95.38,94.40,94.59,95.49,89.19,96.27,93.18,93.64,88.82,94.00,91.46,92.74,86.87,81.07,70.46,77.76,91.17,91.81,79.04,75.89,86.75,87.20,88.23,88.30,93.14,67.50,66.31,73.55,87.79,68.06,79.66,65.30,67.48,85.60,64.94,91.41,61.41,87.54,83.73,61.22,60.38,85.78,59.54,70.07,66.84,52.79,73.52,82.32,64.01,76.19,73.01,56.60
Surah 62,88.44,84.46,91.42,86.75,85.17,91.09,87.86,88.43,89.97,92.67,88.30,83.41,90.31,90.37,79.56,89.75,87.91,89.24,90.34,87.64,88.41,81.82,79.68,86.29,91.50,82.87,89.57,85.13,90.18,88.73,90.83,88.51,90.39,91.64,91.40,83.02,90.87,88.67,90.21,87.07,83.18,91.41,84.74,89.60,90.45,87.40,88.08,86.57,88.31,82.21,81.31,88.24,89.42,82.54,89.17,75.41,91.34,89.91,93.16,87.14,91.97,100.00,89.39,93.09,86.97,91.27,91.03,89.75,84.63,88.53,86.80,87.89,86.58,89.03,86.78,83.18,72.63,79.24,83.92,86.23,82.32,76.09,82.71,89.11,86.40,85.00,91.48,68.56,65.07,73.15,86.60,62.60,84.52,71.83,67.88,89.44,70.43,88.67,69.71,87.57,79.63,66.34,63.18,82.26,65.44,73.06,72.95,53.42,75.67,86.93,69.47,78.06,75.87,65.45
Surah 63,85.19,86.22,94.25,93.17,93.80,91.10,93.87,94.29,93.51,95.56,94.77,90.59,94.85,94.37,88.34,94.43,91.27,91.86,90.79,92.03,94.63,88.82,79.08,94.07,87.16,87.61,93.66,83.61,95.12,92.25,92.75,93.27,94.88,88.98,92.51,87.31,90.13,94.57,94.35,94.45,92.43,93.90,90.73,93.83,93.25,93.10,93.24,88.27,93.99,86.57,84.73,93.34,92.71,90.75,87.16,77.51,91.50,94.68,94.48,94.58,95.38,89.39,100.00,91.83,94.86,94.09,87.09,95.80,93.20,92.39,88.43,94.65,91.12,92.05,85.99,80.75,75.42,77.89,92.08,91.90,80.11,80.23,90.66,88.33,90.84,86.88,91.19,68.47,64.91,76.93,87.72,65.96,79.97,68.31,69.90,85.47,62.78,92.90,61.32,85.76,83.71,64.36,62.33,87.02,63.67,70.15,69.77,56.51,74.66,83.88,64.00,72.92,73.09,57.82
Surah 64,86.59,87.70,95.17,90.91,90.02,95.72,90.23,93.00,93.88,92.63,92.08,86.65,94.65,92.84,81.91,93.72,89.22,88.59,90.90,92.59,91.55,87.92,77.63,90.86,92.12,81.22,91.10,83.76,91.52,91.81,90.17,93.00,93.16,92.67,94.13,81.31,92.49,90.93,93.58,91.30,87.54,95.24,87.48,92.43,95.13,93.85,89.93,88.73,91.67,81.45,82.56,91.41,91.86,84.35,88.87,73.50,96.91,92.30,94.67,90.81,94.40,93.09,91.83,100.00,90.23,92.36,92.83,93.12,86.83,89.34,86.64,89.45,89.72,91.66,88.83,81.76,69.90,78.68,85.46,88.80,81.34,79.21,83.34,87.89,87.74,86.75,92.02,67.31,66.75,73.21,86.14,65.98,82.28,67.94,66.11,88.06,69.12,87.32,65.87,84.57,80.25,65.27,60.30,82.43,59.28,68.94,65.53,54.84,76.32,82.76,63.35,76.88,73.75,57.45
Surah 65,85.86,83.34,94.28,94.02,95.14,89.78,94.10,92.75,92.95,94.29,95.64,90.16,95.43,95.37,89.93,95.09,92.80,91.93,90.75,94.02,93.75,89.42,78.52,95.71,88.90,87.28,92.55,86.69,94.33,92.47,91.40,94.57,94.42,88.88,92.42,87.92,90.89,94.65,94.39,95.28,92.03,93.58,91.30,93.63,93.64,92.54,94.69,87.90,94.64,86.27,87.32,91.64,93.20,91.73,88.06,78.45,91.22,94.59,94.51,93.72,94.59,86.97,94.86,90.23,100.00,92.98,87.01,94.33,92.97,91.63,87.96,94.36,91.76,92.41,85.69,83.17,73.94,79.45,92.34,90.15,80.65,80.06,89.02,86.24,88.85,87.35,89.19,69.73,66.16,76.57,86.00,65.83,78.18,66.98,72.00,81.45,65.34,91.08,60.47,84.63,83.16,62.88,64.01,86.23,64.14,72.56,68.11,58.58,71.04,81.42,64.15,71.20,72.55,58.71
Surah 66,86.24,84.41,93.73,94.86,93.26,91.07,94.27,93.30,92.97,95.20,94.68,91.91,94.43,93.77,87.86,95.01,93.60,91.85,95.52,93.21,92.98,87.94,78.99,92.11,91.09,85.89,93.65,86.59,92.90,91.44,92.62,92.86,96.76,92.54,93.87,84.29,90.80,94.69,94.16,93.26,92.23,94.80,92.11,94.56,93.78,92.38,91.26,88.45,93.78,86.43,85.25,91.21,93.39,89.00,90.43,79.17,93.09,96.39,94.51,93.25,95.49,91.27,94.09,92.36,92.98,100.00,91.30,94.93,91.93,92.86,89.18,94.33,92.02,92.89,86.54,83.39,72.19,81.89,91.17,91.75,80.38,75.71,85.18,90.15,85.88,86.70,91.74,67.80,67.30,75.31,87.67,66.66,82.16,69.35,65.89,87.17,65.41,90.25,65.44,88.24,83.11,60.33,59.66,84.37,62.30,70.92,67.64,56.35,75.61,82.10,69.15,73.77,72.36,59.41
Surah 67,84.99,82.50,91.77,88.66,86.29,91.43,88.61,86.58,89.10,91.43,89.15,86.12,91.78,90.52,82.09,90.73,88.75,88.11,91.01,89.70,89.45,86.25,75.81,88.55,91.77,82.72,88.05,84.99,86.57,88.44,88.80,89.70,90.30,91.90,91.59,80.68,92.86,90.94,89.09,87.51,83.98,90.82,86.14,91.65,91.07,88.68,87.22,86.25,86.87,83.63,86.41,89.69,92.67,85.13,89.50,78.31,92.77,89.43,91.51,85.51,89.19,91.03,87.09,92.83,87.01,91.30,100.00,89.54,86.07,88.22,84.36,88.86,89.97,92.95,88.59,88.21,72.00,81.33,85.75,87.70,84.20,78.59,82.62,88.39,83.74,87.12,89.39,74.69,70.03,74.33,85.59,64.42,83.28,74.36,67.01,85.35,74.30,83.91,69.73,87.37,80.76,64.58,62.19,81.53,69.34,71.42,69.28,59.49,75.73,80.81,71.40,74.67,76.54,66.19
Surah 68,84.85,83.31,95.08,95.41,96.41,91.23,93.28,94.32,93.38,95.23,97.10,92.12,95.67,95.51,88.15,97.36,93.93,92.36,92.06,94.33,96.05,89.76,73.70,94.06,90.97,83.47,94.69,84.02,94.52,94.25,92.63,95.12,96.53,93.49,94.90,85.23,91.09,95.43,95.16,96.48,94.79,96.18,92.79,95.49,95.05,95.37,92.10,87.50,94.54,85.95,82.41,92.25,94.46,91.90,90.14,73.47,94.67,95.18,94.23,94.43,96.27,89.75,95.80,93.12,94.33,94.93,89.54,100.00,95.05,94.18,86.89,94.87,91.93,93.57,85.73,79.81,69.51,77.48,91.89,93.25,77.26,74.71,87.45,86.43,87.13,88.47,91.71,66.56,66.26,73.12,87.51,68.48,78.71,62.92,67.53,85.18,62.34,90.88,58.87,85.72,84.16,59.31,58.02,87.22,57.55,68.37,65.96,53.40,70.93,79.65,64.19,72.45,71.43,54.80
Surah 69,82.11,76.38,90.64,93.59,93.79,86.37,92.00,88.72,88.92,92.16,93.44,92.53,92.76,93.16,88.87,93.97,94.82,89.17,88.98,92.00,93.49,88.09,68.66,93.52,86.86,84.62,92.35,85.48,91.07,91.88,87.62,91.34,93.32,89.44,89.87,83.16,88.32,94.27,89.35,94.70,93.24,90.58,92.64,92.18,91.26,91.32,90.52,81.84,89.75,89.00,82.33,89.24,92.80,94.61,89.75,75.63,90.31,92.20,91.53,89.55,93.18,84.63,93.20,86.83,92.97,91.93,86.07,95.05,100.00,93.80,84.61,94.09,91.69,92.03,82.90,80.73,70.45,78.29,95.33,92.34,77.10,73.51,87.31,82.50,86.27,89.38,88.89,69.96,64.47,72.37,89.13,65.72,74.10,63.15,69.03,78.68,63.28,90.88,57.74,86.75,85.97,57.70,56.30,87.61,60.68,69.49,66.45,51.08,66.02,76.05,65.13,70.20,70.59,55.05
Surah 70,84.48,79.00,92.68,92.44,92.31,88.60,91.13,89.33,89.60,93.52,93.39,90.38,92.73,93.93,87.81,94.06,93.61,91.68,90.59,92.72,92.44,87.15,72.50,93.00,90.50,82.42,92.38,85.64,91.37,91.15,88.85,91.22,93.15,92.23,91.55,83.45,90.17,93.60,90.53,93.88,91.25,91.54,90.30,91.73,91.83,91.54,91.22,81.94,89.23,86.10,82.79,90.56,92.91,90.64,89.74,76.00,91.94,92.17,92.39,88.83,93.64,88.53,92.39,89.34,91.63,92.86,88.22,94.18,93.80,100.00,85.43,93.67,89.57,93.73,86.09,82.78,69.86,77.53,93.10,93.77,78.85,73.86,87.97,86.26,88.40,90.69,90.60,69.05,63.56,73.88,89.26,65.74,78.87,65.25,66.70,82.50,67.15,89.92,60.24,87.72,86.72,58.51,61.23,87.97,59.78,71.15,69.17,50.14,66.65,78.80,67.97,76.43,71.41,56.82
Surah 71,82.62,80.51,88.08,85.71,85.20,87.30,87.66,86.34,89.32,88.93,87.53,85.08,87.16,88.62,82.65,87.00,88.82,84.94,89.54,87.42,86.19,81.92,75.62,85.71,84.82,82.02,86.45,84.01,87.24,85.28,86.76,87.83,87.68,83.74,87.33,81.95,86.42,87.40,87.69,88.28,85.01,87.81,87.82,88.28,87.39,85.40,86.38,86.11,86.23,81.72,80.94,87.28,86.21,81.56,84.81,75.27,85.54,87.61,88.76,86.47,88.82,86.80,88.43,86.64,87.96,89.18,84.36,86.89,84.61,85.43,100.00,88.15,86.69,86.61,84.43,82.35,73.28,80.11,84.57,83.31,77.89,76.86,81.28,85.39,83.59,83.15,85.25,64.94,62.27,76.29,82.79,60.36,79.46,69.37,67.36,83.43,65.23,84.42,63.19,81.88,76.10,62.67,59.74,79.15,62.46,71.73,67.06,55.98,70.87,82.54,61.72,71.08,70.41,59.64
Surah 72,84.34,81.69,92.31,93.75,93.68,88.33,94.82,91.53,91.00,95.59,94.98,93.07,94.38,94.60,91.08,95.03,94.19,92.64,92.35,94.06,94.59,88.13,75.51,93.46,89.35,87.57,92.96,88.23,94.09,91.45,90.42,93.45,95.54,91.79,90.87,86.57,92.16,95.26,93.15,94.15,93.71,92.30,93.76,95.09,93.26,92.63,91.23,85.97,93.17,89.44,86.12,91.71,95.06,92.34,89.90,78.62,91.65,94.87,93.51,91.95,94.00,87.89,94.65,89.45,94.36,94.33,88.86,94.87,94.09,93.67,88.15,100.00,92.45,93.84,87.01,85.34,74.19,81.24,94.02,91.96,80.88,76.46,88.73,86.59,86.87,88.99,89.54,68.17,66.58,77.17,87.08,66.19,78.90,68.66,69.25,84.02,65.43,90.74,62.74,86.95,85.68,62.19,61.15,85.65,63.83,71.91,69.16,56.36,72.53,79.48,66.61,74.14,73.24,62.94
Surah 73,86.97,82.83,90.99,91.99,91.22,87.95,91.98,88.90,89.67,91.14,91.16,91.08,93.30,91.28,87.61,92.62,91.37,86.42,90.48,92.13,91.56,87.74,75.02,90.80,86.43,86.15,91.26,84.13,89.69,90.48,89.59,91.29,91.49,89.11,89.58,84.77,91.81,91.76,89.18,90.14,89.37,90.89,90.47,93.63,92.40,89.24,87.94,86.36,91.12,85.57,86.87,90.82,92.27,90.09,88.55,79.45,90.89,91.25,90.80,90.00,91.46,86.58,91.12,89.72,91.76,92.02,89.97,91.93,91.69,89.57,86.69,92.45,100.00,94.38,88.47,84.81,74.57,85.70,91.79,90.28,83.40,80.91,86.88,87.40,85.19,88.57,89.62,74.20,66.26,77.67,88.38,66.80,81.18,71.05,71.64,82.66,75.97,87.19,65.88,87.04,86.64,66.42,64.26,85.31,64.00,74.06,69.55,62.76,74.92,79.10,67.74,74.02,76.54,60.20
Surah 74,87.19,82.21,93.49,92.27,91.87,90.33,92.65,89.65,90.38,93.16,92.76,90.00,94.51,93.70,88.16,93.86,91.90,90.13,91.11,93.65,93.06,89.20,75.52,92.51,89.80,86.72,91.45,86.38,90.80,91.44,90.11,92.21,92.69,92.21,91.69,86.07,94.20,93.84,90.82,92.12,89.74,92.10,90.42,93.86,93.18,91.29,90.52,86.45,90.89,86.87,90.34,93.79,95.39,91.15,89.83,82.36,93.00,92.29,92.94,90.18,92.74,89.03,92.05,91.66,92.41,92.89,92.95,93.57,92.03,93.73,86.61,93.84,94.38,100.00,91.11,87.08,76.79,83.16,93.78,94.26,85.63,82.57,90.04,90.54,88.11,91.89,92.07,77.07,66.69,79.71,90.23,66.82,83.75,74.12,72.15,84.97,74.55,88.07,69.06,89.02,88.08,67.35,68.47,88.43,66.90,74.04,70.93,63.55,74.84,80.77,71.54,78.47,78.44,64.03
Surah 75,85.18,81.56,87.82,83.51,83.43,86.66,86.15,84.28,86.86,87.64,85.17,82.01,88.50,86.75,79.40,87.20,85.00,83.65,86.13,88.25,85.15,82.77,77.59,84.82,86.13,82.11,84.63,84.42,85.97,86.71,83.91,87.21,84.62,85.19,84.46,79.59,90.78,86.00,85.99,84.30,80.31,85.92,81.39,86.93,87.80,84.62,84.76,82.42,85.26,78.67,84.54,89.04,87.44,81.69,85.48,78.80,87.17,84.64,87.38,85.90,86.87,86.78,85.99,88.83,85.69,86.54,88.59,85.73,82.90,86.09,84.43,87.01,88.47,91.11,100.00,85.55,77.74,81.60,85.75,86.59,84.22,81.45,85.98,88.14,85.83,87.05,87.73,71.17,63.67,80.12,85.93,61.48,82.86,74.32,70.51,85.16,78.31,83.59,69.32,85.55,82.18,69.47,68.48,82.61,64.91,74.03,72.05,64.46,77.43,80.67,69.83,77.02,75.57,66.27
Surah 76,82.46,77.01,83.74,80.53,78.45,83.90,83.30,77.54,81.80,85.53,80.93,80.02,84.85,82.62,80.24,82.23,83.70,83.49,84.35,83.60,82.09,79.03,74.78,83.41,84.73,85.40,81.85,85.26,82.10,82.47,82.60,82.21,81.22,82.92,82.28,82.84,88.04,86.10,80.95,80.45,76.20,80.09,82.06,84.55,82.46,79.98,82.85,80.69,79.54,85.03,85.87,84.31,85.70,82.08,85.14,80.84,81.99,81.77,85.44,77.31,81.07,83.18,80.75,81.76,83.17,83.39,88.21,79.81,80.73,82.78,82.35,85.34,84.81,87.08,85.55,100.00,77.95,83.06,84.92,80.79,84.60,80.91,82.48,84.59,81.62,84.64,81.01,76.46,64.47,78.52,83.19,55.71,79.38,77.21,75.15,78.05,73.49,81.18,70.29,84.27,78.40,66.11,65.35,78.87,77.22,74.66,73.45,61.96,70.83,79.69,71.13,71.85,75.46,71.19
Surah 77,73.14,72.67,72.82,66.65,66.40,71.76,73.31,69.26,72.14,74.19,68.96,68.27,73.35,71.47,71.40,68.91,68.04,72.17,71.08,71.36,70.73,66.56,77.06,73.59,69.19,83.75,72.05,74.30,74.25,69.40,74.14,72.07,68.75,67.94,67.37,77.85,78.35,73.51,70.21,69.86,65.73,67.74,70.01,73.33,71.93,67.31,73.91,69.90,69.36,73.29,84.44,82.45,74.85,73.95,72.69,84.82,68.24,71.55,72.98,72.91,70.46,72.63,75.42,69.90,73.94,72.19,72.00,69.51,70.45,69.86,73.28,74.19,74.57,76.79,77.74,77.95,100.00,72.94,78.09,70.85,83.27,84.05,83.69,79.65,77.30,71.91,69.38,71.43,48.62,74.41,77.22,46.34,73.49,71.07,74.51,72.32,66.57,72.66,69.37,73.43,71.71,66.03,68.66,70.43,68.98,62.30,76.22,63.52,68.77,70.40,60.17,62.78,72.25,67.52
Surah 78,80.78,77.06,77.50,80.95,76.38,79.55,82.56,76.94,78.78,80.16,75.80,81.06,80.72,77.54,81.82,79.50,79.29,74.57,80.37,79.89,77.82,74.66,76.44,77.81,80.46,85.27,79.45,81.57,79.67,79.96,78.66,80.32,78.93,77.32,77.21,79.79,84.10,81.56,77.77,74.27,75.31,77.25,83.58,82.21,78.61,76.42,76.71,79.85,76.49,83.76,82.27,78.22,79.50,78.49,84.76,81.56,77.92,80.62,80.55,76.73,77.76,79.24,77.89,78.68,79.45,81.89,81.33,77.48,78.29,77.53,80.11,81.24,85.70,83.16,81.60,83.06,72.94,100.00,80.43,78.91,81.12,79.92,77.46,82.37,75.40,81.68,77.23,69.33,59.11,84.42,79.66,53.43,78.86,74.13,76.47,78.08,70.88,79.43,67.13,79.16,76.34,71.11,63.86,74.22,66.11,74.86,68.85,65.29,74.57,73.86,70.12,67.06,71.96,62.30
Surah 79,83.46,77.31,89.66,90.51,90.98,84.88,91.41,87.10,87.16,91.12,91.08,91.13,91.75,91.42,90.46,91.16,92.88,88.25,89.19,91.99,91.52,87.23,72.07,92.59,85.10,87.31,91.13,86.95,89.70,89.63,86.95,89.93,91.03,88.27,87.71,85.31,90.24,93.27,87.56,91.99,91.08,88.54,91.60,91.57,90.27,89.07,90.54,81.29,88.27,89.39,87.56,90.75,93.43,93.46,88.66,82.41,88.53,91.01,90.13,88.42,91.17,83.92,92.08,85.46,92.34,91.17,85.75,91.89,95.33,93.10,84.57,94.02,91.79,93.78,85.75,84.92,78.09,80.43,100.00,92.48,82.55,79.56,89.77,86.22,87.32,90.27,88.55,74.20,63.53,77.38,90.57,63.88,77.94,69.53,71.84,79.68,68.56,89.09,64.13,87.94,88.83,61.03,62.87,88.23,65.40,71.71,70.06,56.79,68.81,77.41,67.55,72.47,72.86,59.62
Surah 80,84.85,78.93,90.09,90.90,91.47,87.03,90.53,87.41,86.43,90.33,90.92,89.36,90.85,91.62,87.81,91.77,90.18,88.72,88.55,92.01,90.94,85.83,71.58,90.35,86.68,82.48,91.27,82.95,88.85,88.31,88.55,90.22,90.87,89.46,89.22,83.09,88.63,91.29,88.72,91.14,90.02,89.74,89.62,89.97,90.65,90.41,88.09,81.54,88.10,83.95,83.97,89.48,91.88,88.52,87.63,76.36,89.69,90.06,89.33,88.83,91.81,86.23,91.90,88.80,90.15,91.75,87.70,93.25,92.34,93.77,83.31,91.96,90.28,94.26,86.59,80.79,70.85,78.91,92.48,100.00,80.78,78.99,87.96,87.61,87.05,90.55,92.30,71.43,63.23,79.19,90.18,67.10,83.10,69.73,70.56,84.92,66.97,89.31,63.42,87.97,89.47,62.12,65.73,91.15,63.09,72.36,71.18,61.51,72.26,78.58,72.92,76.78,75.95,60.34
Surah 81,84.13,77.94,80.96,76.16,74.15,81.00,79.79,75.65,78.80,80.46,76.52,75.70,81.88,79.10,76.81,77.95,75.81,75.54,79.66,79.95,79.01,76.65,77.41,80.56,77.86,81.94,78.30,80.14,78.71,75.49,79.28,79.98,77.80,77.58,77.13,77.70,86.60,79.67,77.65,75.91,71.97,77.59,75.98,81.25,80.85,76.95,78.87,76.19,76.85,75.97,86.40,84.73,83.11,77.31,79.97,81.76,79.68,79.59,81.21,75.89,79.04,82.32,80.11,81.34,80.65,80.38,84.20,77.26,77.10,78.85,77.89,80.88,83.40,85.63,84.22,84.60,83.27,81.12,82.55,80.78,100.00,88.07,83.38,87.62,83.86,81.05,82.36,78.61,60.62,77.36,86.24,55.39,84.51,79.56,72.93,82.05,77.04,79.52,77.30,82.38,81.69,74.33,70.24,78.75,74.02,72.71,74.42,65.97,77.91,78.65,68.29,72.69,79.52,74.71
Surah 82,81.06,80.61,80.35,73.71,72.70,79.71,78.27,75.41,78.20,76.92,73.94,72.64,81.04,77.27,75.71,74.83,70.16,73.16,74.84,78.23,76.26,74.62,80.02,78.90,73.08,83.09,76.65,76.09,77.68,73.62,79.65,78.34,74.13,71.63,74.00,81.79,83.48,77.25,76.04,73.42,69.51,75.39,74.65,77.46,77.73,74.63,77.50,76.84,75.23,73.43,86.21,85.37,78.53,74.51,74.36,80.98,75.53,76.19,77.87,76.11,75.89,76.09,80.23,79.21,80.06,75.71,78.59,74.71,73.51,73.86,76.86,76.46,80.91,82.57,81.45,80.91,84.05,79.92,79.56,78.99,88.07,100.00,86.01,85.29,81.28,79.12,79.65,78.02,57.21,83.38,81.37,53.10,82.80,81.40,80.77,78.92,71.70,77.22,72.53,74.91,78.28,78.04,73.59,78.22,76.06,70.81,78.33,73.85,79.81,78.30,63.86,70.57,79.96,67.42
Surah 83,82.61,82.03,87.71,84.17,85.09,83.83,87.13,84.56,84.85,88.44,85.96,83.46,88.40,88.02,85.78,86.33,84.03,86.40,82.06,86.22,87.97,81.49,78.53,88.93,82.74,88.14,88.11,83.88,88.88,86.59,86.64,86.15,84.69,83.31,83.30,88.71,88.53,88.57,84.75,86.59,84.11,84.52,84.10,86.81,85.85,84.21,88.10,80.66,85.23,83.71,87.33,91.59,88.72,88.16,83.99,81.34,83.54,85.37,87.08,86.21,86.75,82.71,90.66,83.34,89.02,85.18,82.62,87.45,87.31,87.97,81.28,88.73,86.88,90.04,85.98,82.48,83.69,77.46,89.77,87.96,83.38,86.01,100.00,85.02,88.78,85.87,84.28,73.46,61.10,78.71,86.36,61.63,80.14,70.20,75.64,79.94,67.50,86.55,62.86,81.67,85.02,66.97,71.80,85.57,67.02,72.65,79.24,60.86,72.26,77.67,63.66,71.65,74.78,64.25
